names,lat,lon,years,sea_level_change
MOMMARK,54.93,10.07,2140,1191
MOMMARK,54.93,10.07,2150,1295
MONACO,43.73,7.42,2020,59
MONACO,43.73,7.42,2030,106
MONACO,43.73,7.42,2040,162
MONACO,43.73,7.42,2050,231
MONACO,43.73,7.42,2060,304
MONACO,43.73,7.42,2070,390
MONACO,43.73,7.42,2080,486
MONACO,43.73,7.42,2090,600
MONACO,43.73,7.42,2100,728
MONACO,43.73,7.42,2110,800
MONACO,43.73,7.42,2120,912
MONACO,43.73,7.42,2130,1020
MONACO,43.73,7.42,2140,1124
MONACO,43.73,7.42,2150,1224
MONBETU_I,44.35,143.37,2020,50
MONBETU_I,44.35,143.37,2030,96
MONBETU_I,44.35,143.37,2040,153
MONBETU_I,44.35,143.37,2050,226
MONBETU_I,44.35,143.37,2060,303
MONBETU_I,44.35,143.37,2070,401
MONBETU_I,44.35,143.37,2080,512
MONBETU_I,44.35,143.37,2090,644
MONBETU_I,44.35,143.37,2100,790
MONBETU_I,44.35,143.37,2110,886
MONBETU_I,44.35,143.37,2120,1013
MONBETU_I,44.35,143.37,2130,1136
MONBETU_I,44.35,143.37,2140,1254
MONBETU_I,44.35,143.37,2150,1367
MONBETU_II,44.35,143.37,2020,50
MONBETU_II,44.35,143.37,2030,96
MONBETU_II,44.35,143.37,2040,153
MONBETU_II,44.35,143.37,2050,226
MONBETU_II,44.35,143.37,2060,303
MONBETU_II,44.35,143.37,2070,401
MONBETU_II,44.35,143.37,2080,512
MONBETU_II,44.35,143.37,2090,644
MONBETU_II,44.35,143.37,2100,790
MONBETU_II,44.35,143.37,2110,886
MONBETU_II,44.35,143.37,2120,1013
MONBETU_II,44.35,143.37,2130,1136
MONBETU_II,44.35,143.37,2140,1254
MONBETU_II,44.35,143.37,2150,1367
MONTAUK,41.05,-71.96,2020,80
MONTAUK,41.05,-71.96,2030,146
MONTAUK,41.05,-71.96,2040,227
MONTAUK,41.05,-71.96,2050,318
MONTAUK,41.05,-71.96,2060,410
MONTAUK,41.05,-71.96,2070,519
MONTAUK,41.05,-71.96,2080,638
MONTAUK,41.05,-71.96,2090,772
MONTAUK,41.05,-71.96,2100,903
MONTAUK,41.05,-71.96,2110,992
MONTAUK,41.05,-71.96,2120,1119
MONTAUK,41.05,-71.96,2130,1244
MONTAUK,41.05,-71.96,2140,1362
MONTAUK,41.05,-71.96,2150,1476
MONTEREY,36.6,-121.89,2020,49
MONTEREY,36.6,-121.89,2030,90
MONTEREY,36.6,-121.89,2040,142
MONTEREY,36.6,-121.89,2050,210
MONTEREY,36.6,-121.89,2060,277
MONTEREY,36.6,-121.89,2070,362
MONTEREY,36.6,-121.89,2080,459
MONTEREY,36.6,-121.89,2090,574
MONTEREY,36.6,-121.89,2100,694
MONTEREY,36.6,-121.89,2110,772
MONTEREY,36.6,-121.89,2120,883
MONTEREY,36.6,-121.89,2130,991
MONTEREY,36.6,-121.89,2140,1095
MONTEREY,36.6,-121.89,2150,1195
MONTEVIDEO,-34.9,-56.25,2020,44
MONTEVIDEO,-34.9,-56.25,2030,89
MONTEVIDEO,-34.9,-56.25,2040,144
MONTEVIDEO,-34.9,-56.25,2050,222
MONTEVIDEO,-34.9,-56.25,2060,298
MONTEVIDEO,-34.9,-56.25,2070,390
MONTEVIDEO,-34.9,-56.25,2080,493
MONTEVIDEO,-34.9,-56.25,2090,617
MONTEVIDEO,-34.9,-56.25,2100,740
MONTEVIDEO,-34.9,-56.25,2110,855
MONTEVIDEO,-34.9,-56.25,2120,981
MONTEVIDEO,-34.9,-56.25,2130,1103
MONTEVIDEO,-34.9,-56.25,2140,1218
MONTEVIDEO,-34.9,-56.25,2150,1328
MOOLOOLABA_2,-26.68,153.13,2020,54
MOOLOOLABA_2,-26.68,153.13,2030,107
MOOLOOLABA_2,-26.68,153.13,2040,168
MOOLOOLABA_2,-26.68,153.13,2050,246
MOOLOOLABA_2,-26.68,153.13,2060,328
MOOLOOLABA_2,-26.68,153.13,2070,431
MOOLOOLABA_2,-26.68,153.13,2080,546
MOOLOOLABA_2,-26.68,153.13,2090,681
MOOLOOLABA_2,-26.68,153.13,2100,818
MOOLOOLABA_2,-26.68,153.13,2110,923
MOOLOOLABA_2,-26.68,153.13,2120,1056
MOOLOOLABA_2,-26.68,153.13,2130,1182
MOOLOOLABA_2,-26.68,153.13,2140,1300
MOOLOOLABA_2,-26.68,153.13,2150,1413
MORMUGAO,15.42,73.8,2020,49
MORMUGAO,15.42,73.8,2030,99
MORMUGAO,15.42,73.8,2040,160
MORMUGAO,15.42,73.8,2050,231
MORMUGAO,15.42,73.8,2060,304
MORMUGAO,15.42,73.8,2070,397
MORMUGAO,15.42,73.8,2080,501
MORMUGAO,15.42,73.8,2090,630
MORMUGAO,15.42,73.8,2100,778
MORMUGAO,15.42,73.8,2110,871
MORMUGAO,15.42,73.8,2120,996
MORMUGAO,15.42,73.8,2130,1117
MORMUGAO,15.42,73.8,2140,1235
MORMUGAO,15.42,73.8,2150,1348
MORZHOVAIA,71.42,67.58,2020,65
MORZHOVAIA,71.42,67.58,2030,122
MORZHOVAIA,71.42,67.58,2040,188
MORZHOVAIA,71.42,67.58,2050,259
MORZHOVAIA,71.42,67.58,2060,341
MORZHOVAIA,71.42,67.58,2070,423
MORZHOVAIA,71.42,67.58,2080,525
MORZHOVAIA,71.42,67.58,2090,647
MORZHOVAIA,71.42,67.58,2100,784
MORZHOVAIA,71.42,67.58,2110,786
MORZHOVAIA,71.42,67.58,2120,886
MORZHOVAIA,71.42,67.58,2130,990
MORZHOVAIA,71.42,67.58,2140,1094
MORZHOVAIA,71.42,67.58,2150,1196
MOSSEL_BAY,-34.18,22.14,2020,62
MOSSEL_BAY,-34.18,22.14,2030,116
MOSSEL_BAY,-34.18,22.14,2040,181
MOSSEL_BAY,-34.18,22.14,2050,266
MOSSEL_BAY,-34.18,22.14,2060,352
MOSSEL_BAY,-34.18,22.14,2070,456
MOSSEL_BAY,-34.18,22.14,2080,572
MOSSEL_BAY,-34.18,22.14,2090,706
MOSSEL_BAY,-34.18,22.14,2100,848
MOSSEL_BAY,-34.18,22.14,2110,964
MOSSEL_BAY,-34.18,22.14,2120,1101
MOSSEL_BAY,-34.18,22.14,2130,1232
MOSSEL_BAY,-34.18,22.14,2140,1358
MOSSEL_BAY,-34.18,22.14,2150,1476
MOURILYAN_HARBOUR,-17.58,146.08,2020,55
MOURILYAN_HARBOUR,-17.58,146.08,2030,110
MOURILYAN_HARBOUR,-17.58,146.08,2040,172
MOURILYAN_HARBOUR,-17.58,146.08,2050,250
MOURILYAN_HARBOUR,-17.58,146.08,2060,330
MOURILYAN_HARBOUR,-17.58,146.08,2070,434
MOURILYAN_HARBOUR,-17.58,146.08,2080,548
MOURILYAN_HARBOUR,-17.58,146.08,2090,684
MOURILYAN_HARBOUR,-17.58,146.08,2100,834
MOURILYAN_HARBOUR,-17.58,146.08,2110,940
MOURILYAN_HARBOUR,-17.58,146.08,2120,1074
MOURILYAN_HARBOUR,-17.58,146.08,2130,1203
MOURILYAN_HARBOUR,-17.58,146.08,2140,1323
MOURILYAN_HARBOUR,-17.58,146.08,2150,1438
MOZI,33.95,130.97,2020,56
MOZI,33.95,130.97,2030,112
MOZI,33.95,130.97,2040,178
MOZI,33.95,130.97,2050,263
MOZI,33.95,130.97,2060,348
MOZI,33.95,130.97,2070,454
MOZI,33.95,130.97,2080,573
MOZI,33.95,130.97,2090,714
MOZI,33.95,130.97,2100,869
MOZI,33.95,130.97,2110,976
MOZI,33.95,130.97,2120,1114
MOZI,33.95,130.97,2130,1246
MOZI,33.95,130.97,2140,1375
MOZI,33.95,130.97,2150,1496
MUKHO,37.55,129.12,2020,58
MUKHO,37.55,129.12,2030,111
MUKHO,37.55,129.12,2040,176
MUKHO,37.55,129.12,2050,258
MUKHO,37.55,129.12,2060,342
MUKHO,37.55,129.12,2070,448
MUKHO,37.55,129.12,2080,565
MUKHO,37.55,129.12,2090,705
MUKHO,37.55,129.12,2100,854
MUKHO,37.55,129.12,2110,959
MUKHO,37.55,129.12,2120,1094
MUKHO,37.55,129.12,2130,1225
MUKHO,37.55,129.12,2140,1350
MUKHO,37.55,129.12,2150,1470
MUMBAI,18.92,72.83,2020,46
MUMBAI,18.92,72.83,2030,96
MUMBAI,18.92,72.83,2040,154
MUMBAI,18.92,72.83,2050,223
MUMBAI,18.92,72.83,2060,294
MUMBAI,18.92,72.83,2070,383
MUMBAI,18.92,72.83,2080,484
MUMBAI,18.92,72.83,2090,610
MUMBAI,18.92,72.83,2100,756
MUMBAI,18.92,72.83,2110,844
MUMBAI,18.92,72.83,2120,964
MUMBAI,18.92,72.83,2130,1083
MUMBAI,18.92,72.83,2140,1198
MUMBAI,18.92,72.83,2150,1309
MUOSTAH,71.55,130.03,2020,68
MUOSTAH,71.55,130.03,2030,141
MUOSTAH,71.55,130.03,2040,216
MUOSTAH,71.55,130.03,2050,303
MUOSTAH,71.55,130.03,2060,409
MUOSTAH,71.55,130.03,2070,525
MUOSTAH,71.55,130.03,2080,658
MUOSTAH,71.55,130.03,2090,814
MUOSTAH,71.55,130.03,2100,989
MUOSTAH,71.55,130.03,2110,1070
MUOSTAH,71.55,130.03,2120,1202
MUOSTAH,71.55,130.03,2130,1334
MUOSTAH,71.55,130.03,2140,1462
MUOSTAH,71.55,130.03,2150,1588
MURMANSK,68.97,33.05,2020,74
MURMANSK,68.97,33.05,2030,128
MURMANSK,68.97,33.05,2040,192
MURMANSK,68.97,33.05,2050,268
MURMANSK,68.97,33.05,2060,346
MURMANSK,68.97,33.05,2070,430
MURMANSK,68.97,33.05,2080,528
MURMANSK,68.97,33.05,2090,640
MURMANSK,68.97,33.05,2100,767
MURMANSK,68.97,33.05,2110,793
MURMANSK,68.97,33.05,2120,893
MURMANSK,68.97,33.05,2130,994
MURMANSK,68.97,33.05,2140,1094
MURMANSK,68.97,33.05,2150,1192
MURMANSK_II,68.97,33.05,2020,74
MURMANSK_II,68.97,33.05,2030,128
MURMANSK_II,68.97,33.05,2040,192
MURMANSK_II,68.97,33.05,2050,268
MURMANSK_II,68.97,33.05,2060,346
MURMANSK_II,68.97,33.05,2070,430
MURMANSK_II,68.97,33.05,2080,528
MURMANSK_II,68.97,33.05,2090,640
MURMANSK_II,68.97,33.05,2100,767
MURMANSK_II,68.97,33.05,2110,793
MURMANSK_II,68.97,33.05,2120,893
MURMANSK_II,68.97,33.05,2130,994
MURMANSK_II,68.97,33.05,2140,1094
MURMANSK_II,68.97,33.05,2150,1192
MURORAN,42.35,140.95,2020,51
MURORAN,42.35,140.95,2030,102
MURORAN,42.35,140.95,2040,164
MURORAN,42.35,140.95,2050,242
MURORAN,42.35,140.95,2060,322
MURORAN,42.35,140.95,2070,427
MURORAN,42.35,140.95,2080,542
MURORAN,42.35,140.95,2090,682
MURORAN,42.35,140.95,2100,832
MURORAN,42.35,140.95,2110,932
MURORAN,42.35,140.95,2120,1065
MURORAN,42.35,140.95,2130,1192
MURORAN,42.35,140.95,2140,1314
MURORAN,42.35,140.95,2150,1432
MUROTOMISAKI,33.27,134.16,2020,58
MUROTOMISAKI,33.27,134.16,2030,117
MUROTOMISAKI,33.27,134.16,2040,185
MUROTOMISAKI,33.27,134.16,2050,272
MUROTOMISAKI,33.27,134.16,2060,360
MUROTOMISAKI,33.27,134.16,2070,466
MUROTOMISAKI,33.27,134.16,2080,585
MUROTOMISAKI,33.27,134.16,2090,726
MUROTOMISAKI,33.27,134.16,2100,884
MUROTOMISAKI,33.27,134.16,2110,994
MUROTOMISAKI,33.27,134.16,2120,1134
MUROTOMISAKI,33.27,134.16,2130,1268
MUROTOMISAKI,33.27,134.16,2140,1396
MUROTOMISAKI,33.27,134.16,2150,1519
MYS_PIKSHUEVA,69.55,32.43,2020,73
MYS_PIKSHUEVA,69.55,32.43,2030,126
MYS_PIKSHUEVA,69.55,32.43,2040,190
MYS_PIKSHUEVA,69.55,32.43,2050,264
MYS_PIKSHUEVA,69.55,32.43,2060,343
MYS_PIKSHUEVA,69.55,32.43,2070,424
MYS_PIKSHUEVA,69.55,32.43,2080,520
MYS_PIKSHUEVA,69.55,32.43,2090,631
MYS_PIKSHUEVA,69.55,32.43,2100,756
MYS_PIKSHUEVA,69.55,32.43,2110,778
MYS_PIKSHUEVA,69.55,32.43,2120,877
MYS_PIKSHUEVA,69.55,32.43,2130,976
MYS_PIKSHUEVA,69.55,32.43,2140,1074
MYS_PIKSHUEVA,69.55,32.43,2150,1171
MYS_SHMIDTA,68.9,-179.37,2020,70
MYS_SHMIDTA,68.9,-179.37,2030,145
MYS_SHMIDTA,68.9,-179.37,2040,226
MYS_SHMIDTA,68.9,-179.37,2050,318
MYS_SHMIDTA,68.9,-179.37,2060,419
MYS_SHMIDTA,68.9,-179.37,2070,536
MYS_SHMIDTA,68.9,-179.37,2080,676
MYS_SHMIDTA,68.9,-179.37,2090,841
MYS_SHMIDTA,68.9,-179.37,2100,1024
MYS_SHMIDTA,68.9,-179.37,2110,1114
MYS_SHMIDTA,68.9,-179.37,2120,1248
MYS_SHMIDTA,68.9,-179.37,2130,1380
MYS_SHMIDTA,68.9,-179.37,2140,1510
MYS_SHMIDTA,68.9,-179.37,2150,1638
N. SPIT,40.77,-124.22,2020,50
N. SPIT,40.77,-124.22,2030,89
N. SPIT,40.77,-124.22,2040,142
N. SPIT,40.77,-124.22,2050,211
N. SPIT,40.77,-124.22,2060,280
N. SPIT,40.77,-124.22,2070,366
N. SPIT,40.77,-124.22,2080,468
N. SPIT,40.77,-124.22,2090,586
N. SPIT,40.77,-124.22,2100,705
N. SPIT,40.77,-124.22,2110,783
N. SPIT,40.77,-124.22,2120,896
N. SPIT,40.77,-124.22,2130,1004
N. SPIT,40.77,-124.22,2140,1108
N. SPIT,40.77,-124.22,2150,1208
NAGAEVO,59.55,150.72,2020,54
NAGAEVO,59.55,150.72,2030,100
NAGAEVO,59.55,150.72,2040,154
NAGAEVO,59.55,150.72,2050,224
NAGAEVO,59.55,150.72,2060,294
NAGAEVO,59.55,150.72,2070,384
NAGAEVO,59.55,150.72,2080,486
NAGAEVO,59.55,150.72,2090,603
NAGAEVO,59.55,150.72,2100,737
NAGAEVO,59.55,150.72,2110,816
NAGAEVO,59.55,150.72,2120,932
NAGAEVO,59.55,150.72,2130,1044
NAGAEVO,59.55,150.72,2140,1152
NAGAEVO,59.55,150.72,2150,1256
NAGASAKI,32.73,129.87,2020,56
NAGASAKI,32.73,129.87,2030,114
NAGASAKI,32.73,129.87,2040,181
NAGASAKI,32.73,129.87,2050,266
NAGASAKI,32.73,129.87,2060,352
NAGASAKI,32.73,129.87,2070,458
NAGASAKI,32.73,129.87,2080,578
NAGASAKI,32.73,129.87,2090,721
NAGASAKI,32.73,129.87,2100,878
NAGASAKI,32.73,129.87,2110,986
NAGASAKI,32.73,129.87,2120,1125
NAGASAKI,32.73,129.87,2130,1259
NAGASAKI,32.73,129.87,2140,1388
NAGASAKI,32.73,129.87,2150,1510
NAGOYA,35.08,136.88,2020,56
NAGOYA,35.08,136.88,2030,119
NAGOYA,35.08,136.88,2040,188
NAGOYA,35.08,136.88,2050,268
NAGOYA,35.08,136.88,2060,353
NAGOYA,35.08,136.88,2070,463
NAGOYA,35.08,136.88,2080,581
NAGOYA,35.08,136.88,2090,720
NAGOYA,35.08,136.88,2100,873
NAGOYA,35.08,136.88,2110,980
NAGOYA,35.08,136.88,2120,1118
NAGOYA,35.08,136.88,2130,1250
NAGOYA,35.08,136.88,2140,1377
NAGOYA,35.08,136.88,2150,1498
NAGOYA_II,35.09,136.88,2020,56
NAGOYA_II,35.09,136.88,2030,119
NAGOYA_II,35.09,136.88,2040,188
NAGOYA_II,35.09,136.88,2050,268
NAGOYA_II,35.09,136.88,2060,352
NAGOYA_II,35.09,136.88,2070,463
NAGOYA_II,35.09,136.88,2080,581
NAGOYA_II,35.09,136.88,2090,720
NAGOYA_II,35.09,136.88,2100,873
NAGOYA_II,35.09,136.88,2110,980
NAGOYA_II,35.09,136.88,2120,1118
NAGOYA_II,35.09,136.88,2130,1250
NAGOYA_II,35.09,136.88,2140,1377
NAGOYA_II,35.09,136.88,2150,1498
NAHA,26.21,127.67,2020,58
NAHA,26.21,127.67,2030,118
NAHA,26.21,127.67,2040,182
NAHA,26.21,127.67,2050,270
NAHA,26.21,127.67,2060,356
NAHA,26.21,127.67,2070,462
NAHA,26.21,127.67,2080,581
NAHA,26.21,127.67,2090,720
NAHA,26.21,127.67,2100,872
NAHA,26.21,127.67,2110,980
NAHA,26.21,127.67,2120,1120
NAHA,26.21,127.67,2130,1254
NAHA,26.21,127.67,2140,1380
NAHA,26.21,127.67,2150,1504
NAKANO_SIMA,29.84,129.85,2020,61
NAKANO_SIMA,29.84,129.85,2030,122
NAKANO_SIMA,29.84,129.85,2040,191
NAKANO_SIMA,29.84,129.85,2050,278
NAKANO_SIMA,29.84,129.85,2060,366
NAKANO_SIMA,29.84,129.85,2070,477
NAKANO_SIMA,29.84,129.85,2080,600
NAKANO_SIMA,29.84,129.85,2090,745
NAKANO_SIMA,29.84,129.85,2100,906
NAKANO_SIMA,29.84,129.85,2110,1018
NAKANO_SIMA,29.84,129.85,2120,1160
NAKANO_SIMA,29.84,129.85,2130,1298
NAKANO_SIMA,29.84,129.85,2140,1430
NAKANO_SIMA,29.84,129.85,2150,1555
NAN_SHA,9.55,112.88,2020,50
NAN_SHA,9.55,112.88,2030,103
NAN_SHA,9.55,112.88,2040,168
NAN_SHA,9.55,112.88,2050,242
NAN_SHA,9.55,112.88,2060,318
NAN_SHA,9.55,112.88,2070,418
NAN_SHA,9.55,112.88,2080,532
NAN_SHA,9.55,112.88,2090,662
NAN_SHA,9.55,112.88,2100,806
NAN_SHA,9.55,112.88,2110,908
NAN_SHA,9.55,112.88,2120,1040
NAN_SHA,9.55,112.88,2130,1167
NAN_SHA,9.55,112.88,2140,1288
NAN_SHA,9.55,112.88,2150,1402
NANTUCKET_ISLAND,41.28,-70.1,2020,79
NANTUCKET_ISLAND,41.28,-70.1,2030,146
NANTUCKET_ISLAND,41.28,-70.1,2040,227
NANTUCKET_ISLAND,41.28,-70.1,2050,318
NANTUCKET_ISLAND,41.28,-70.1,2060,412
NANTUCKET_ISLAND,41.28,-70.1,2070,520
NANTUCKET_ISLAND,41.28,-70.1,2080,642
NANTUCKET_ISLAND,41.28,-70.1,2090,778
NANTUCKET_ISLAND,41.28,-70.1,2100,912
NANTUCKET_ISLAND,41.28,-70.1,2110,1000
NANTUCKET_ISLAND,41.28,-70.1,2120,1130
NANTUCKET_ISLAND,41.28,-70.1,2130,1254
NANTUCKET_ISLAND,41.28,-70.1,2140,1374
NANTUCKET_ISLAND,41.28,-70.1,2150,1489
NAOS_ISLAND,8.92,-79.55,2020,62
NAOS_ISLAND,8.92,-79.55,2030,118
NAOS_ISLAND,8.92,-79.55,2040,186
NAOS_ISLAND,8.92,-79.55,2050,270
NAOS_ISLAND,8.92,-79.55,2060,354
NAOS_ISLAND,8.92,-79.55,2070,456
NAOS_ISLAND,8.92,-79.55,2080,570
NAOS_ISLAND,8.92,-79.55,2090,701
NAOS_ISLAND,8.92,-79.55,2100,840
NAOS_ISLAND,8.92,-79.55,2110,944
NAOS_ISLAND,8.92,-79.55,2120,1077
NAOS_ISLAND,8.92,-79.55,2130,1204
NAOS_ISLAND,8.92,-79.55,2140,1326
NAOS_ISLAND,8.92,-79.55,2150,1441
NAPIER,-39.48,176.92,2020,58
NAPIER,-39.48,176.92,2030,108
NAPIER,-39.48,176.92,2040,170
NAPIER,-39.48,176.92,2050,251
NAPIER,-39.48,176.92,2060,333
NAPIER,-39.48,176.92,2070,436
NAPIER,-39.48,176.92,2080,551
NAPIER,-39.48,176.92,2090,684
NAPIER,-39.48,176.92,2100,828
NAPIER,-39.48,176.92,2110,942
NAPIER,-39.48,176.92,2120,1076
NAPIER,-39.48,176.92,2130,1204
NAPIER,-39.48,176.92,2140,1326
NAPIER,-39.48,176.92,2150,1442
NAPLES,26.13,-81.81,2020,66
NAPLES,26.13,-81.81,2030,125
NAPLES,26.13,-81.81,2040,196
NAPLES,26.13,-81.81,2050,280
NAPLES,26.13,-81.81,2060,363
NAPLES,26.13,-81.81,2070,463
NAPLES,26.13,-81.81,2080,574
NAPLES,26.13,-81.81,2090,702
NAPLES,26.13,-81.81,2100,840
NAPLES,26.13,-81.81,2110,935
NAPLES,26.13,-81.81,2120,1064
NAPLES,26.13,-81.81,2130,1188
NAPLES,26.13,-81.81,2140,1306
NAPLES,26.13,-81.81,2150,1418
NAPOLI,40.84,14.26,2020,63
NAPOLI,40.84,14.26,2030,112
NAPOLI,40.84,14.26,2040,168
NAPOLI,40.84,14.26,2050,239
NAPOLI,40.84,14.26,2060,314
NAPOLI,40.84,14.26,2070,402
NAPOLI,40.84,14.26,2080,500
NAPOLI,40.84,14.26,2090,616
NAPOLI,40.84,14.26,2100,750
NAPOLI,40.84,14.26,2110,828
NAPOLI,40.84,14.26,2120,944
NAPOLI,40.84,14.26,2130,1056
NAPOLI,40.84,14.26,2140,1162
NAPOLI,40.84,14.26,2150,1266
NAPOLI,40.87,14.27,2020,63
NAPOLI,40.87,14.27,2030,112
NAPOLI,40.87,14.27,2040,168
NAPOLI,40.87,14.27,2050,239
NAPOLI,40.87,14.27,2060,314
NAPOLI,40.87,14.27,2070,402
NAPOLI,40.87,14.27,2080,500
NAPOLI,40.87,14.27,2090,615
NAPOLI,40.87,14.27,2100,749
NAPOLI,40.87,14.27,2110,827
NAPOLI,40.87,14.27,2120,942
NAPOLI,40.87,14.27,2130,1054
NAPOLI,40.87,14.27,2140,1162
NAPOLI,40.87,14.27,2150,1264
NARVIK,68.43,17.43,2020,70
NARVIK,68.43,17.43,2030,118
NARVIK,68.43,17.43,2040,176
NARVIK,68.43,17.43,2050,244
NARVIK,68.43,17.43,2060,314
NARVIK,68.43,17.43,2070,386
NARVIK,68.43,17.43,2080,474
NARVIK,68.43,17.43,2090,575
NARVIK,68.43,17.43,2100,694
NARVIK,68.43,17.43,2110,714
NARVIK,68.43,17.43,2120,803
NARVIK,68.43,17.43,2130,892
NARVIK,68.43,17.43,2140,982
NARVIK,68.43,17.43,2150,1069
NASE_II,28.38,129.5,2020,62
NASE_II,28.38,129.5,2030,122
NASE_II,28.38,129.5,2040,190
NASE_II,28.38,129.5,2050,277
NASE_II,28.38,129.5,2060,366
NASE_II,28.38,129.5,2070,474
NASE_II,28.38,129.5,2080,595
NASE_II,28.38,129.5,2090,738
NASE_II,28.38,129.5,2100,894
NASE_II,28.38,129.5,2110,1004
NASE_II,28.38,129.5,2120,1145
NASE_II,28.38,129.5,2130,1282
NASE_II,28.38,129.5,2140,1411
NASE_II,28.38,129.5,2150,1536
NASE_III,28.5,129.5,2020,62
NASE_III,28.5,129.5,2030,122
NASE_III,28.5,129.5,2040,190
NASE_III,28.5,129.5,2050,277
NASE_III,28.5,129.5,2060,366
NASE_III,28.5,129.5,2070,476
NASE_III,28.5,129.5,2080,596
NASE_III,28.5,129.5,2090,738
NASE_III,28.5,129.5,2100,895
NASE_III,28.5,129.5,2110,1006
NASE_III,28.5,129.5,2120,1148
NASE_III,28.5,129.5,2130,1284
NASE_III,28.5,129.5,2140,1414
NASE_III,28.5,129.5,2150,1538
NAURU-B,-0.53,166.91,2020,56
NAURU-B,-0.53,166.91,2030,106
NAURU-B,-0.53,166.91,2040,162
NAURU-B,-0.53,166.91,2050,240
NAURU-B,-0.53,166.91,2060,323
NAURU-B,-0.53,166.91,2070,425
NAURU-B,-0.53,166.91,2080,538
NAURU-B,-0.53,166.91,2090,674
NAURU-B,-0.53,166.91,2100,812
NAURU-B,-0.53,166.91,2110,915
NAURU-B,-0.53,166.91,2120,1049
NAURU-B,-0.53,166.91,2130,1178
NAURU-B,-0.53,166.91,2140,1299
NAURU-B,-0.53,166.91,2150,1412
NAWILIWILI_BAY,21.95,-159.35,2020,64
NAWILIWILI_BAY,21.95,-159.35,2030,120
NAWILIWILI_BAY,21.95,-159.35,2040,180
NAWILIWILI_BAY,21.95,-159.35,2050,266
NAWILIWILI_BAY,21.95,-159.35,2060,358
NAWILIWILI_BAY,21.95,-159.35,2070,470
NAWILIWILI_BAY,21.95,-159.35,2080,592
NAWILIWILI_BAY,21.95,-159.35,2090,737
NAWILIWILI_BAY,21.95,-159.35,2100,898
NAWILIWILI_BAY,21.95,-159.35,2110,1009
NAWILIWILI_BAY,21.95,-159.35,2120,1152
NAWILIWILI_BAY,21.95,-159.35,2130,1288
NAWILIWILI_BAY,21.95,-159.35,2140,1418
NAWILIWILI_BAY,21.95,-159.35,2150,1541
NEAH_BAY,48.37,-124.61,2020,40
NEAH_BAY,48.37,-124.61,2030,70
NEAH_BAY,48.37,-124.61,2040,114
NEAH_BAY,48.37,-124.61,2050,173
NEAH_BAY,48.37,-124.61,2060,236
NEAH_BAY,48.37,-124.61,2070,312
NEAH_BAY,48.37,-124.61,2080,406
NEAH_BAY,48.37,-124.61,2090,515
NEAH_BAY,48.37,-124.61,2100,624
NEAH_BAY,48.37,-124.61,2110,690
NEAH_BAY,48.37,-124.61,2120,791
NEAH_BAY,48.37,-124.61,2130,890
NEAH_BAY,48.37,-124.61,2140,985
NEAH_BAY,48.37,-124.61,2150,1078
NEDRE_GAVLE,60.68,17.17,2020,70
NEDRE_GAVLE,60.68,17.17,2030,126
NEDRE_GAVLE,60.68,17.17,2040,194
NEDRE_GAVLE,60.68,17.17,2050,264
NEDRE_GAVLE,60.68,17.17,2060,340
NEDRE_GAVLE,60.68,17.17,2070,432
NEDRE_GAVLE,60.68,17.17,2080,533
NEDRE_GAVLE,60.68,17.17,2090,648
NEDRE_GAVLE,60.68,17.17,2100,774
NEDRE_GAVLE,60.68,17.17,2110,828
NEDRE_GAVLE,60.68,17.17,2120,934
NEDRE_GAVLE,60.68,17.17,2130,1040
NEDRE_GAVLE,60.68,17.17,2140,1142
NEDRE_GAVLE,60.68,17.17,2150,1242
NEDRE_SODERTALJE,59.2,17.62,2020,72
NEDRE_SODERTALJE,59.2,17.62,2030,128
NEDRE_SODERTALJE,59.2,17.62,2040,196
NEDRE_SODERTALJE,59.2,17.62,2050,268
NEDRE_SODERTALJE,59.2,17.62,2060,346
NEDRE_SODERTALJE,59.2,17.62,2070,440
NEDRE_SODERTALJE,59.2,17.62,2080,544
NEDRE_SODERTALJE,59.2,17.62,2090,662
NEDRE_SODERTALJE,59.2,17.62,2100,790
NEDRE_SODERTALJE,59.2,17.62,2110,849
NEDRE_SODERTALJE,59.2,17.62,2120,958
NEDRE_SODERTALJE,59.2,17.62,2130,1067
NEDRE_SODERTALJE,59.2,17.62,2140,1172
NEDRE_SODERTALJE,59.2,17.62,2150,1274
NELSON,-41.26,173.27,2020,62
NELSON,-41.26,173.27,2030,110
NELSON,-41.26,173.27,2040,172
NELSON,-41.26,173.27,2050,254
NELSON,-41.26,173.27,2060,336
NELSON,-41.26,173.27,2070,440
NELSON,-41.26,173.27,2080,554
NELSON,-41.26,173.27,2090,686
NELSON,-41.26,173.27,2100,830
NELSON,-41.26,173.27,2110,945
NELSON,-41.26,173.27,2120,1079
NELSON,-41.26,173.27,2130,1208
NELSON,-41.26,173.27,2140,1330
NELSON,-41.26,173.27,2150,1446
NETTEN,66.97,-171.93,2020,68
NETTEN,66.97,-171.93,2030,138
NETTEN,66.97,-171.93,2040,214
NETTEN,66.97,-171.93,2050,302
NETTEN,66.97,-171.93,2060,398
NETTEN,66.97,-171.93,2070,508
NETTEN,66.97,-171.93,2080,641
NETTEN,66.97,-171.93,2090,796
NETTEN,66.97,-171.93,2100,972
NETTEN,66.97,-171.93,2110,1056
NETTEN,66.97,-171.93,2120,1183
NETTEN,66.97,-171.93,2130,1308
